loss,loss1,loss2,loss3
1.8478542566299438,0.009727949276566505,0.07786345481872559,1.7019531726837158
1.6830300092697144,0.009727969765663147,0.1297517567873001,1.5816152095794678
1.6292495727539062,0.00972800049930811,0.1764809936285019,1.515030860900879
1.6101633310317993,0.00972802098840475,0.20940187573432922,1.4766409397125244
1.602864384651184,0.009728051722049713,0.23108267784118652,1.4538252353668213
1.5999016761779785,0.009728072211146355,0.24507653713226318,1.4399431943893433
1.598644733428955,0.009728092700242996,0.2540750801563263,1.4313374757766724
1.5980942249298096,0.009728123433887959,0.25987446308135986,1.4259217977523804
1.5978474617004395,0.0097281439229846,0.2636282742023468,1.4224721193313599
1.5977354049682617,0.009728164412081242,0.2660694420337677,1.4202535152435303
1.5976837873458862,0.009728195145726204,0.2676638960838318,1.4188151359558105
1.5976598262786865,0.009728215634822845,0.26870957016944885,1.4178766012191772
1.5976483821868896,0.009728247299790382,0.2693975567817688,1.4172616004943848
1.597643256187439,0.009728267788887024,0.2698519229888916,1.4168561697006226
1.5976402759552002,0.009728288277983665,0.2701524496078491,1.416588306427002
1.5976388454437256,0.009728318080306053,0.2703518569469452,1.4164104461669922
1.597637414932251,0.009728338569402695,0.2704842984676361,1.4162923097610474
1.5976365804672241,0.009728359058499336,0.2705724835395813,1.4162131547927856
1.5976357460021973,0.009728390723466873,0.27063116431236267,1.4161598682403564
1.5976347923278809,0.009728411212563515,0.2706702947616577,1.4161242246627808
1.5976338386535645,0.009728441946208477,0.27069658041000366,1.416100025177002
1.5976327657699585,0.009728462435305119,0.2707139551639557,1.4160833358764648
1.5976319313049316,0.00972848292440176,0.27072563767433167,1.4160717725753784
1.597630500793457,0.009728513658046722,0.27073347568511963,1.416063666343689
1.5976293087005615,0.009728534147143364,0.2707386910915375,1.416057825088501
1.5976283550262451,0.009728564880788326,0.27074211835861206,1.4160535335540771
1.59762704372406,0.009728585369884968,0.27074432373046875,1.4160504341125488
1.597625970840454,0.00972860585898161,0.27074578404426575,1.4160479307174683
1.5976247787475586,0.009728636592626572,0.27074679732322693,1.4160456657409668
1.597623348236084,0.009728657081723213,0.2707473635673523,1.416043758392334
1.5976223945617676,0.009728677570819855,0.2707478404045105,1.4160420894622803
1.597621202468872,0.009728709235787392,0.2707478404045105,1.4160407781600952
1.597619891166687,0.009728729724884033,0.27074792981147766,1.4160394668579102
1.5976186990737915,0.009728759527206421,0.27074798941612244,1.4160383939743042
1.5976176261901855,0.009728780016303062,0.2707480192184448,1.4160370826721191
1.59761643409729,0.009728800505399704,0.2707478702068329,1.4160356521606445
1.597615122795105,0.009728832170367241,0.27074775099754333,1.4160345792770386
1.5976136922836304,0.009728852659463882,0.27074769139289856,1.4160335063934326
1.5976126194000244,0.009728873148560524,0.2707475423812866,1.4160321950912476
1.5976117849349976,0.009728903882205486,0.2707473933696747,1.4160311222076416
1.5976102352142334,0.009728924371302128,0.27074724435806274,1.416029930114746
1.5976091623306274,0.00972895510494709,0.2707470655441284,1.4160289764404297
1.5976078510284424,0.009728975594043732,0.2707468569278717,1.4160277843475342
1.5976066589355469,0.009728996083140373,0.27074679732322693,1.4160265922546387
1.5976054668426514,0.009729026816785336,0.2707465887069702,1.4160255193710327
1.5976042747497559,0.009729047305881977,0.2707464396953583,1.4160243272781372
1.59760320186615,0.00972907803952694,0.2707463800907135,1.4160232543945312
1.597602128982544,0.009729098528623581,0.2707460820674896,1.4160220623016357
1.5976008176803589,0.009729119017720222,0.2707458734512329,1.4160211086273193
1.5975996255874634,0.00972915068268776,0.27074581384658813,1.4160199165344238
1.5975985527038574,0.009729171171784401,0.27074557542800903,1.4160188436508179
1.5975971221923828,0.009729191660881042,0.2707453668117523,1.4160175323486328
1.5975959300994873,0.00972922146320343,0.27074530720710754,1.4160165786743164
1.5975947380065918,0.009729241952300072,0.27074503898620605,1.4160155057907104
1.5975937843322754,0.009729273617267609,0.2707449495792389,1.4160141944885254
1.5975924730300903,0.00972929410636425,0.27074477076530457,1.4160130023956299
1.5975912809371948,0.009729314595460892,0.2707446217536926,1.4160120487213135
1.5975900888442993,0.009729345329105854,0.2707445025444031,1.416010856628418
1.5975888967514038,0.009729365818202496,0.2707444131374359,1.416009783744812
1.5975875854492188,0.009729386307299137,0.2707442045211792,1.416008710861206
1.5975865125656128,0.0097294170409441,0.2707440257072449,1.4160077571868896
1.5975852012634277,0.009729437530040741,0.27074381709098816,1.4160064458847046
1.5975840091705322,0.009729468263685703,0.2707436680793762,1.4160053730010986
1.5975826978683472,0.009729488752782345,0.2707434892654419,1.4160041809082031
1.5975816249847412,0.009729509241878986,0.2707434296607971,1.4160029888153076
1.5975805521011353,0.009729539975523949,0.2707432210445404,1.4160020351409912
1.5975793600082397,0.00972956046462059,0.2707429528236389,1.4160008430480957
1.5975778102874756,0.009729592129588127,0.270742803812027,1.4159996509552002
1.59757661819458,0.009729612618684769,0.2707427442073822,1.4159984588623047
1.5975756645202637,0.00972963310778141,0.2707425355911255,1.4159975051879883
1.5975744724273682,0.009729662910103798,0.27074238657951355,1.4159964323043823
1.5975732803344727,0.009729684330523014,0.27074217796325684,1.4159953594207764
1.5975720882415771,0.009729704819619656,0.2707420587539673,1.4159941673278809
1.5975708961486816,0.009729735553264618,0.27074185013771057,1.4159929752349854
1.5975697040557861,0.00972975604236126,0.27074164152145386,1.4159919023513794
1.5975685119628906,0.009729786776006222,0.2707415819168091,1.4159908294677734
1.5975674390792847,0.009729807265102863,0.2707414925098419,1.415989637374878
1.5975661277770996,0.009729827754199505,0.2707412838935852,1.4159886837005615
1.597564935684204,0.009729858487844467,0.27074113488197327,1.415987253189087
1.5975637435913086,0.009729878976941109,0.2707410752773285,1.4159860610961914
1.5975627899169922,0.00972989946603775,0.2707408666610718,1.415984869003296
1.597561240196228,0.009729930199682713,0.2707405686378479,1.4159839153289795
1.5975600481033325,0.009729951620101929,0.2707405090332031,1.415982961654663
1.5975590944290161,0.009729981422424316,0.2707403898239136,1.4159817695617676
1.5975579023361206,0.009730001911520958,0.2707400918006897,1.415980577468872
1.5975565910339355,0.0097300224006176,0.27073997259140015,1.4159793853759766
1.59755539894104,0.009730054065585136,0.2707397937774658,1.4159784317016602
1.597554087638855,0.009730074554681778,0.27073973417282104,1.4159772396087646
1.5975528955459595,0.00973010528832674,0.2707395553588867,1.41597580909729
1.5975518226623535,0.009730125777423382,0.27073925733566284,1.4159752130508423
1.597550630569458,0.009730146266520023,0.2707390785217285,1.4159739017486572
1.597549319267273,0.009730177000164986,0.27073895931243896,1.4159729480743408
1.597548007965088,0.009730197489261627,0.27073872089385986,1.4159717559814453
1.5975468158721924,0.009730217978358269,0.2707385718822479,1.4159705638885498
1.5975457429885864,0.009730248712003231,0.27073851227760315,1.4159694910049438
1.5975446701049805,0.009730269201099873,0.27073830366134644,1.415968418121338
1.5975432395935059,0.009730299934744835,0.27073800563812256,1.4159672260284424
1.5975420475006104,0.009730320423841476,0.2707379460334778,1.4159660339355469
1.5975408554077148,0.009730340912938118,0.270737886428833,1.4159648418426514
1.5975396633148193,0.009730372577905655,0.27073776721954346,1.4159636497497559
